apartment_name,nearbylocation
Daya M K Santara Magan Place Phase 2,"[('Vijayashree Hospitals', '1.5 km'), ('Krishna Medicals', '0.8 km'), ('T John Institute of Technology', '2.0 km'), ('KFC', '1.2 km'), ('Immaculate Conception Church', '1.0 km')]"
Deccan Heights,"[('Vasan Eye Care Hospital Rajarajeswari Nagar', '2.0 km'), ('Global Academy of Technology', '1.8 km'), ('Rajarajeshwari Nagar Metro Station', '1.5 km'), ('RNS Institute of Technology', '2.0 km'), ('Carmel School Ground', '2.0 km')]"
Deepicas Residency,"[('Kannada Government School', '2 km'), ('Baiyappanahalli Metro Station', '2 km'), ('Old Madras Road', '1 km'), ('Gopalan Signature Mall', '2 km'), ('Bagmane Tech Park', '2 km')]"
Defence Colony Residents Association,"[('Lotus Diagnostic Centre', '2.0 km'), ('Casa de Bambeino Montessori', '1.8 km'), ('Bommasandra Metro Station', '1.5 km'), ('Supriya Dental Clinic', '2.0 km'), ('Klay', '2.0 km')]"
Defer Hi Life,"[('St George High School', '2 km'), ('L.B.S. School', '2 km'), ('Koshys Hospital', '2 km'), ('Health Plus Multi Speciality Hospital', '2 km'), ('TC Palaya Main Road', '1 km'), ('KR Puram Railway Station', '3 km')]"
Defer Kingdom,"[('New Baldwin International Residential School', '2 km'), ('MVJ Hospital, Dandupalya', '2 km'), ('Orion UPTOWN Mall', '2 km'), ('Channasandra Railway Station', '2 km'), ('NH648', '1 km'), ('Bangalore International School', '2 km')]"
Deodar at Brigade Orchards,"[('Sri Shirdi Sai Hospital', '2.0 km'), ('Devanahalli Railway Station', '3.0 km'), ('The Arcade Mall', '2.0 km'), ('Chanakya University', '3.0 km'), ('Akash Hospital', '2.0 km'), ('NH 44', '1.0 km'), ('MVM School', '2.5 km')]"
Dev In Paradise Enclave,"[('Regal Hospital', '1.5 km'), ('Bangalore Prime Hospital', '1.8 km'), ('Karnataka College', '1.5 km'), ('Golden Chariot Public School', '1.0 km'), ('Tanisandra Railway Station', '2.0 km'), ('Bhartiya Mall of Bengaluru', '2.0 km'), ('Elements Mall', '2.5 km')]"
Dezire Sai Sankalp,"[('Srushti Hospital', '1.5 km'),  ('St Philomina English School', '1.8 km')]"
Dhammanagi Lilium Gardenia,"[('Bangalore Prime Hospital', '1.5 km'), ('Sai Hospital', '1.8 km'), ('Samar International Islamic School', '1.0 km'), ('Thanisandra Railway Station', '2.0 km'), ('Bhartiya Mall of Bengaluru', '2.0 km'), ('Elements Mall', '2.5 km'), ('REVA University', '3.0 km')]"
Dhiraan Newyork Meadows,"[('Athreya Hospital', '1.8 km'), ('Bangalore College Of Engineering And Technology', '2.0 km'), ('Adyar Ananda Bhavan', '1.2 km'), ('Hanuman Temple', '1.0 km')]"
Diamond Regency,"[('Vijaya Vittala Institute of Technology', '2 km'), ('Alpha College of Engineering', '2 km'), ('Medi Derma Hospital', '2 km'), ('Hennur Main Road', '1 km')]"
Disha Solaris,"[('Vijayashree Hospitals', '0.45 km'), ('Greenwood High Pre School', '0.29 km'), ('Deeksha Health Care Center', '0.75 km'), ('Bhagya Nagara Bus Stop', '1.0 km'), ('JS Badminton Academy', '1.1 km')]"
Dive Green Leaf,"[('Kallavar Public School', '2.8 km'), ('Deeksha Vedantu College', '3.1 km'), ('Neha Prakash Hospital', '3.1 km'), ('New Town Shopping Complex', '3.4 km'), ('Yelahanka Junction', '3.9 km'), ('The Galleria Mall', '4.0 km'), ('Doddaballapur Main Road', '1.0 km')]"
Divya Enclave,"[('Nandini Palace', '1.5 km'), ('Yeshwantpur Junction', '3.0 km'), ('Mantri Square Mall', '3.5 km'), ('Elements Mall', '3.0 km'), ('Hebbal Railway Station', '2.5 km'), ('KFC Sanjayanagara', '1.5 km')]"
Divya JSR Limelite,"[('Rajalakshmi Hospital', '1.5 km'), ('Aveksha Hospital', '1.8 km'), ('Air Force School', '2.0 km'), ('Jalahalli Metro Station', '3.0 km'), ('Mall of Asia', '4.0 km'), ('Chikka Banavara Railway Station', '2.5 km')]"
Divya MSR Gateway,"[('Lakeside Medical Centre and Hospital', '1.5 km'), ('St. Aloysius Pre University College', '2.0 km'), ('Malleswaram Railway Station', '2.5 km'), ('Mantri Square Mall', '2.0 km'),  ('Holy Angels High School', '2.0 km')]"
Divyasree Elan,"[('Dr. Levine Memorial Hospital', '2 km'), ('Sarjapur Road', '1 km'), ('D Mart', '3 km'), ('Wipro Limited', '3 km')]"
Divyasree Republic of Whitefield,"[('Deen’s Academy', '2 km'), ('Narayana e-Techno', '2 km'), ('Phoenix Market City', '2 km'), ('Forum Value Mall', '2 km'), ('Kundalahalli Metro Station', '2 km'), ('ITPL Main Road', '1 km'), ('International Tech Park', '3 km')]"
Dollar Heights,"[('Sumathi Nursing and Maternity Home', '1.5 km'), ('Mathrushree Nethralaya', '1.0 km'), ('Saint Claret School', '1.0 km'), ('Lotte Gollahalli Railway Station', '2.0 km'), ('Orion Mall', '3.0 km'), ('Yeshwantpur Junction', '2.5 km')]"
Dream Home Apartment,"[('Vijayashree Hospitals', '2.0 km'), ('Narayana Nethralaya', '2.0 km'), ('Sudarshan Public School', '1.8 km'), ('BMTC Bus Depot 34', '2.0 km'), ('T John Institute of Technology', '2.5 km')]"
Dream Paradise,"[('Uttarahalli Bus Station', '1.5 km'), ('Samastha Hospitals', '2.0 km'), ('Rays Academy For Learning', '1.8 km'), ('Kammavari Sangha Institute of Technology', '2.5 km'), ('Insight Academy', '2.0 km')]"
Drishika Enclave,"[('HMR International School', '2 km'), ('Heritage International School', '2 km'), ('Good Shepherd Hospital', '2 km'), ('Nagawara Metro Station', '2 km'), ('Hennur Main Road', '1 km'), ('Elements Mall', '2 km')]"
Dwaraka Westside Apartment,"[('Peenya Metro Station', '1.5 km'), ('Sai Baba Hospital Bengaluru Urban', '2.0 km'), ('Punya Hospital', '2.0 km'), ('Lourdes High School', '1.8 km'), ('M S Ramaiah University of Applied Sciences', '2.0 km')]"
Dya Estate Greens Anekal,"[('Aditi Hospital', '1.5 km'), ('Anekal Road Railway Station', '2.0 km'), ('Oxford Medical College', '3.0 km'), ('Attibele Bus Stand', '5.0 km'), ('Narayana Hrudayalaya Hospital', '4.0 km')]"
EAPL Sri Tirumala Sarovar,"[('Singasandra Metro Station', '2.0 km'), ('Live100 Hospital', '1.5 km'), ('Maple Bear Canadian Pre-school', '1.8 km')]"
ELV High Garden,"[('Whitefield Main Road', '350 m'), ('St. Thomas Public School', '600 m'), ('Kadugodi Tree Park Metro Station', '2.8 km'), ('BHive Workspace Whitefield Campus', '3.6 km'), ('Whitefield Railway Station', '3.7 km'), ('Park Square Mall', '3.8 km'), ('Hope Hospital', '6.7 km')]"
Eastwood Apartment,"[('Nallurhalli Metro Station', '1 km'), ('Vydehi School of Excellence', '2 km'), ('MedPlus', '1 km'), ('Kalyani Tech Park', '2 km'), ('Nexus Shantiniketan Mall', '3 km'), ('Whitefield Metro Station', '2 km')]"
Eden Park at The Prestige City,"[('SH 35', '1 km'), ('Little Elly', '2 km'), ('Spandana Hospital', '3 km'), ('Azim Premji University', '4 km'), ('Forum Mall The Prestige City', '3 km'), ('ITPL Metro Station', '5 km'), ('Whitefield Railway Station', '5 km')]"
Elegant Altima,"[('Sri Chaitanya School', '0.9 km'), ('Hillside College of Pharmacy', '0.9 km'), ('Asian International Public School', '1.1 km'), ('Hankar Super Specialty Hospital', '1.7 km'), ('Royalmart Supermarket', '1.1 km')]"
Elegant Bristol,"[('Mother Mary English School', '2 km'), ('Maruthi Vidyalaya', '2 km'), ('St. George College of Management Science & Nursing', '2 km'), ('Motherhood Women & Children Hospital', '2 km'), ('Banaswadi Main Road', '1 km'), ('Kammanahalli Main Road', '2 km')]"
Elegant Exquisite,"[('Global Village Tech Park', '1.2 km'), ('New Horizon Public School', '2.5 km'), ('Pattanagere Metro Station', '2.9 km'), ('R.V. College of Engineering', '3.0 km'), ('Pathway Super Speciality Hospital', '3.4 km'), ('Gopalan Arcade Mall', '3.8 km')]"
Elegant Hermitage,"[('Mysore Road Metro Station', '7.7 km'), ('Presidency School Banashankari', '1.8 km'), ('Dayananda Sagar University', '9.0 km'), ('Reliance Smart', '6.4 km'), ('Agar Hospitals Kumaraswamy Layout', '8.4 km')]"
Elegant Orchid,"[('Jayashree Multi Speciality Hospital', '1.5 km'), ('Government Primary School Yelenahalli', '1.8 km'), ('S L V Bhavan', '1.2 km'), ('Naganatheshwara Temple', '1.0 km')]"
Elegant Tranquility,"[('Pattanagere Metro Station', '1.8 km'), ('Lalith Castle International School', '0.7 km'), ('S Sparsh Hospital', '2.7 km'), ('Gopalan Arcade Mall', '2.8 km'), ('PES University', '6.2 km')]"
Elita Promenade,"[('Fortis Hospital', '2.0 km'), ('IIM Bangalore', '1.8 km'), ('Yelachenahalli Metro Station', '1.5 km'), ('Big Bazaar', '2.0 km'), ('Kanakapura Road Bus Stop', '1.5 km')]"
Elite Greenwood Apartment,"[('Beratena Agrahara Metro Station', '2.0 km'), ('Sri Laxmi Hospital', '1.5 km'), ('Ganesh Medicals', '0.8 km'), ('Pragathi School Chikkatoru', '1.8 km'), ('Thalassery Restaurant', '1.2 km'), ('Devi Temple', '1.0 km')]"
Elite Greenwoods,"[('Beratena Agrahara Metro Station', '2.0 km'), ('Sri Laxmi Hospital', '1.5 km'), ('Ganesh Medicals', '0.8 km'), ('Pragathi School Chikkatoru', '1.8 km'), ('Thalassery Restaurant', '1.2 km'), ('Devi Temple', '1.0 km')]"
Elixir Palazzo,"[('Bangalore Prime Hospital', '1.5 km'), ('Regal Hospital', '1.8 km'), ('Karnataka College', '1.0 km'), ('Thanisandra Railway Station', '2.0 km'), ('Bhartiya Mall of Bengaluru', '2.0 km'), ('Elements Mall', '2.5 km'), ('Little Lions', '1.5 km')]"
Embassy Grove,"[('New Horizon Public School', '2 km'), ('Amrita School of Engineering', '2 km'), ('Manipal Hospital', '2 km'), ('Halasuru Metro Station', '2 km'), ('1 MG - Lido Mall', '2 km'), ('NH 44', '1 km'), ('Bagmane Tech Park', '2 km')]"
Embassy Lake Terraces,"[('Manipal Hospital Hebbal', '3.7 km'), ('Amrutha Public School', '1.2 km'), ('Embassy Manyata Business Park', '4.0 km'), ('Elements Mall', '4.6 km'), ('Sahakar Nagar', '2.8 km'), ('Hebbal Railway Station', '3.0 km'), ('Amco Layout', '3.7 km')]"
Embassy Verde,"[('MVM School', '6.8 km'), ('Trust Aid Hospital', '8.4 km'), ('Vidyashilp University', '4.6 km'), ('Bettahalsoor Railway Station', '6.7 km'), ('NH 44', '1.0 km'), ('Akash Hospital', '3.0 km'), ('The Arcade Mall', '3.0 km')]"
Engrace by Modern Spaaces,"[('DMM High School', '2 km'), ('Azim Premji University', '2 km'), ('Spandana Heart Speciality Hospital', '2 km'), ('Karmelaram Junction', '2 km'), ('SH 35', '1 km'), ('Oxygen Mall', '2 km'), ('Maruti Concorde Business Park', '2 km')]"
Eshwari Enclave,"[('Hebbal Medical Center', '1.5 km'), ('Kriya Preschool', '1.0 km'), ('Hebbal Railway Station', '2.0 km'), ('Elements Mall', '2.5 km'), ('Manyata Tech Park', '3.0 km'), ('Rangalakshmi Netralaya', '1.5 km')]"
Esteem Emblem,"[('Vimalalaya Hospital', '2.0 km'), ('St. Francis De Sales Public School', '1.5 km'), ('Hebbagodi Metro Station', '2.0 km'), ('Florence Academy', '1.5 km'), ('SBR Lucky Mall', '3.0 km')]"
Esteem KGS Court,"[('Yelachenahalli Metro Station', '1.5 km'), ('Supra South City Hospital', '2.0 km'), ('Nethradarshana Eye Clinic', '2.0 km'), ('Narayana e-Techno School', '1.8 km'), ('Touch Stone', '1.8 km')]"
Esteem South Park,"[('Fortis Hospital', '5.1 km'), ('Carmel Academy', '1.0 km'), ('Royal Meenakshi Mall', '2.7 km'), ('AMC Engineering College', '3.6 km'), ('Yelachenahalli Metro Station', '6.0 km')]"
Estella Maple Square,"[('Raksha Orthopaedic And Multi Speciality Centre', '2.0 km'), ('Vibgyor', '1.8 km'), ('Hosa Road Metro Station', '1.5 km'), ('Stanford Speciality Hospital', '2.0 km'), ('Amrita School of Engineering', '2.5 km')]"
Eswar Vanamali,"[('Vibgyor High School', '2 km'), ('Legacy School', '2 km'), ('Creatis Hospital', '2 km'), ('Cantonment Railway Station', '3 km'), ('Embassy Manyata Tech Park', '3 km'), ('Rmz Ecoworld', '3 km'), ('Decathlon', '2 km')]"
Eta Star Benson Boulevard,"[('Nova Hospital', '1.5 km'), ('Koushik Dental Care', '1.0 km'), ('Jayamahal Road', '1.0 km'), ('Mantri Square Mall', '2.5 km'), ('Bangalore Palace', '2.0 km'), ('Yeshwantpur Junction', '3.0 km')]"
Eternity Serene,"[('Vinayaka Specialty Hospital', '1.5 km'), ('Silicon City HPS Bommana Halli', '1.8 km'), ('Kudlu Gate Metro Station', '2.0 km'), ('Oxford HPS Hongasandra', '2.0 km'), ('Galaxy Paradise', '2.5 km')]"
Excel Amber Meadows,"[('VIBGYOR High School', '2 km'), ('Sri Chaitanya PU College', '2 km'), ('Hope Hospital', '2 km'), ('Rashtreeya Vidyalaya Road Metro Station', '2 km'), ('Karmelaram Railway Station', '2 km'), ('KLM Fashion Mall', '2 km'), ('SH 35', '1 km')]"
Falcon by BHP Housing,"[('Azim Premji University', '600 m'), ('Spandana Hospital', '7.8 km'), ('Oakridge International School', '7.9 km'), ('Sarjapur Main Road', '1 km'), ('Forum Mall The Prestige City', '4 km'), ('Karmelaram Railway Station', '8 km'), ('Beratena Agrahara Metro Station (upcoming)', '5 km')]"
Feldspar at Brigade El Dorado,"[('Mansa Hospital', '2.0 km'), ('Relive Hospital', '2.5 km'), ('Jawahar Navodaya Vidyalaya', '3.0 km'), ('Bagalur Bus Stand', '2.0 km'), ('KIADB Hardware Park', '4.0 km')]"
Flourish Gurushree Apartments,"[('Nagarbhavi Circle Bus Stop', '1.5 km'), ('Panacea Hospital Nagarabhavi', '2.0 km'), ('Vijaya Netralaya', '2.0 km'), ('Dr. Ambedkar Institute of Technology', '1.8 km'), ('National Law School of India University', '2.0 km')]"
Folium by Sumadhura Phase 1,"[('The Cambridge Junior School', '2 km'), ('ICFAI University', '2 km'), ('Svastha Hospital', '2 km'), ('ITPL Metro Station', '2 km'), ('Whitefield Railway Station', '2 km'), ('SJR I Park', '2 km'), ('Virginia Mall', '2 km')]"
Folium by Sumadhura Phase 2,"[('Jain University', '3.2 km'), ('Manipal Hospital', '4.7 km'), ('Sri Sathya Sai Hospital Metro Station', '4.1 km'), ('Whitefield Railway Station', '4.5 km'), ('Hoskote Road', '7.1 km'), ('Nexus Whitefield Mall', '2.2 km'), ('Bagmane Constellation Business Park', '9.1 km')]"
Folium by Sumadhura Phase 3,"[('St. Thomas Public School', '1.4 km'), ('Gopalan Pre University College', '5 km'), ('Manipal Hospital Whitefield', '4.7 km'), ('Kadugodi Tree Park Metro Station', '3.5 km'), ('Whitefield Railway Station', '4.9 km'), ('Nexus Whitefield Mall', '2.2 km'), ('GR Tech Park', '3.4 km')]"
Fortitudes Lakshya,"[('Apollo Specialty Hospital', '2.0 km'), ('Vijaya HPS', '1.8 km'), ('Jayanagar Metro Station', '1.5 km'), ('Vasan Eye Care Hospital', '2.0 km'), ('Ramkrishna Nursing Home', '2.0 km')]"
Fortuna Center Park,"[('North Side Hospital And Diagnostic Centre', '1.5 km'), ('Kruthika Nursing Home', '2.0 km'), ('Orchids The International School', '2.5 km'), ('Hebbal Railway Station', '2.0 km'), ('Elements Mall', '3.0 km')]"
Fortuna Icon,"[('North Side Hospital and Diagnostic Centre', '1.5 km'), ('Amrutha Hospital', '1.8 km'), ('Cauvery School', '1.0 km'), ('Yelahanka Junction', '3.0 km'), ('The Galleria Mall', '3.5 km'), ('Elements Mall', '2.5 km')]"
Fortune Apartments,"[('Vijayashree Hospitals', '1.5 km'), ('Banashankari Hospital', '2.0 km'), ('T John Institute of Technology', '1.8 km'), ('Cinepolis', '2.5 km'), ('GHPS Gottigere', '2.0 km')]"
Fortune Heights,"[('Devine Hospital', '1.5 km'), ('Ideal Nursing Home', '2.0 km'), ('Mount Carmel College', '1.8 km'), ('Bangalore Cantonment Railway Station', '2.0 km'), ('Elements Mall', '3.0 km')]"
Fusion 4 Iris Apartments,"[('Sri Sai Krupa Hospital', '1.5 km'), ('Sumathi Nursing and Maternity Home', '1.8 km'), ('BEL Road', '1.0 km'), ('Yeshwantpur Junction', '3.0 km'), ('M S Ramaiah Institute of Technology', '2.5 km'), ('Mall of Asia', '4.0 km')]"
Futureisone Aiikya Village Sarjapur Road,"[('St. Philomena’s School', '600 m'), ('Azim Premji University', '2 km'), ('Mazumdar Shaw Medical Center', '17.9 km'), ('Oxygen Mall', '5.3 km'), ('Carmelaram Railway Station', '12.5 km'), ('RGA Techpark', '3 km')]"
G Corp Mahalakshmi,"[('Medstar Speciality Hospital', '2.0 km'), ('Manipal Hospital Hebbal', '2.5 km'), ('Silicon Valley School', '1.5 km'), ('Kodigehalli Train Station', '2.0 km'), ('Esteem Mall', '2.0 km'), ('The Galleria Mall', '3.0 km'), ('Ramaiah Institute of Technology', '2.5 km')]"
G Corp The Icon,"[('Cratis Hospital', '1.5 km'), ('Kristu Jayanti College', '1.0 km'), ('Elements Mall', '2.0 km'), ('Royal Academy Public School', '1.5 km'), ('Manyata Tech Park', '2.5 km'), ('Bhartiya Mall of Bengaluru', '2.0 km'), ('JMJ Hospital', '1.8 km')]"
G K Lakeview,"[('Akshaya Nursing Home Yelahanka', '1.5 km'), ('Navachethana Hospital', '1.8 km'), ('N4 Srishti Institute of Art Design & Technology', '1.0 km'), ('Yelahanka Junction', '2.0 km'), ('The Galleria Mall', '2.0 km'), ('B.M.S. Institute of Technology and Management', '2.0 km'), ('Royal Kempegowda Convention Center', '1.5 km')]"
G P North Avenue,"[('Srujan Dental Care', '1.0 km'), ('Manasa Public School', '1.5 km'), ('Samar International Islamic School', '1.0 km'), ('Tanisandra Railway Station', '2.0 km'), ('Bhartiya Mall of Bengaluru', '2.0 km'), ('Elements Mall', '2.5 km'), ('REVA University', '3.0 km')]"
GA Shalom,"[('Health Plus Multi Speciality Hospital', '2 km'), ('Seegehalli Government Hospital', '2 km'), ('Sri Lakshmi Super Speciality Hospital', '2 km'), ('Cambridge Institute of Technology', '2 km'), ('Garden City College', '2 km'), ('Indus Valley School', '2 km'), ('KR Puram Railway Station', '2 km')]"
GCA Rabow,"[('Athreya Hospital', '1.5 km'), ('Hebbagodi Metro Station', '2.0 km'), ('Narayana Hrudayalaya Hospital', '2.5 km'), ('Bangalore College Of Engineering And Technology', '3.0 km'), ('SBR Lucky Mall', '3.0 km')]"
GK Lake View,"[('Omega Multispeciality Hospital', '2.0 km'), ('Akshaya Nursing Home Yelahanka', '1.5 km'), ('B.M.S. Institute of Technology and Management', '2.0 km'), ('Yelahanka Junction', '3.0 km'), ('The Galleria Mall', '3.5 km'), ('N4 Srishti Institute of Art Design & Technology', '2.0 km'), ('Ryan International School', '3.0 km')]"
GM Ambitious Enclave,"[('Springleaf Hospital', '2.0 km'), ('Treamis World School', '1.8 km'), ('Metro Mall', '2.5 km'), ('Dayananda Sagar University', '3.0 km'), ('NH48', '2.0 km')]"
GM E City Town,"[('Sri Saptagiri Clinic', '1.5 km'), ('Trust Medicals', '0.8 km'), ('BTL Institute of Technology', '2.0 km'), ('KFC', '1.2 km'), ('Ganapathi Temple', '1.0 km')]"
GM Global Techies Town,"[('Hebbagodi Govt Hospital', '1.5 km'), ('National Public School Hebbagodi', '1.8 km'), ('DMart Bommasandra', '2.0 km'), ('Hebbagodi Metro Station', '1.5 km'), ('Bommasandra Industrial Area', '2.5 km')]"
GM Infinite E City Town,"[('Hebbagodi Metro Station', '1.5 km'), ('Treamis World School', '2.0 km'), ('C V Hospital', '2.0 km'), ('Infosys Office', '2.5 km'), ('SBR Lucky Mall', '3.0 km')]"
GM Sai Kuteer,"[('RMV Hospital', '1.5 km'), ('S.J. Hospital', '1.8 km'), ('Shiksha Sagar High School', '1.0 km'), ('Yeshwantpur Junction', '3.0 km'), ('Mantri Square Mall', '3.5 km'), ('UAS School', '1.5 km')]"
GP Aditya,"[('South End Circle Metro Station', '1.5 km'), ('Greenview Medical Center', '2.0 km'), ('Marvel Hospital and Fertility Center', '2.0 km'), ('Kidzee Play School', '1.8 km'), ('Kripanidhi Cambridge Public School', '1.8 km')]"
GR Green Leaf,"[('Rajnandini Hospital', '0.4 km'), ('Sri Sai Ram Hospital', '1.3 km'), ('Green Valley English School', '0.5 km'), ('RMS International School', '1.3 km'), ('Narayana PU College', '2.1 km')]"
GR Green Leaf 7th Phase JP Nagar,"[('Green Valley English School', '0.5 km'), ('Rajnandini Hospital', '0.4 km'), ('Sri Sai Ram Hospital', '1.3 km'), ('Narayana PU College', '2.1 km'), ('Royal Meenakshi Mall', '5.0 km')]"
GR Lavender,"[('T.R.Hospital', '2.0 km'), ('Cambridge School Kothanur', '1.8 km'), ('Yelachenahalli Metro Station', '1.5 km'), ('Narayana Nethralaya', '2.0 km'), ('Skalvi School', '2.0 km')]"
GR Mansion,"[('Koshys Hospital', '2 km'), ('Chaitanya E-Techno School', '2 km'), ('Narayana eTechno School', '2 km'), ('MedPlus', '1 km'), ('Outer Ring Road', '1 km'), ('Gopalan Signature Mall', '3 km')]"
GR Queens Pride,"[('Jayashree Multi Speciality Hospital', '2.0 km'), ('St Pauls School Begur', '1.8 km'), ('Yelenahalli Bus Stop', '1.5 km'), ('Government Primary School Yelenahalli', '2.0 km'), ('St Anns School Begur', '2.0 km')]"
GR Residency,"[('Kudlu Gate Metro Station', '1.5 km'), ('Ganesh Nursing Home', '2.0 km'), ('Tilak English School', '1.8 km'), ('Vasan Eye Care Hospital', '2.0 km'), ('The Oxford Dental College', '2.5 km')]"
GR Sagar Nivas,"[('Beratena Agrahara Metro Station', '2.0 km'), ('Blossom Multispecialty Hospital', '1.5 km'), ('Omkar Medicals', '0.8 km'), ('PESIT Bengaluru South', '2.0 km'), ('Sri Annapoorneshwari Hotel', '1.2 km')]"
